Course Name,Platform
"Learn Laravel 7, Vue 3, Tailwind CSS & Livewire",Udemy
Building HTML5 Canvas projects from scratch,Udemy
React Basics for beginners,Udemy
Windows Performance Toolkit: Unity Game Optimization,LinkedIn Learning
Web Scraping using Python with 7 complete projects,Udemy
Interaction Design Specialist For Web Developers,Udemy
Complete Python Bootcamp! Build Real Python Projects In 2021,Udemy
Learn Swift Programming Step by Step,Udemy
Amazing JavaScript Code Examples From Scratch DOM coding,Udemy
Complete SQL in C# Design Amazing Database App in C# and SQL,Udemy
Managing Microsoft Azure Role Based Access Control,Pluralsight
Microsoft Azure Security and Privacy Concepts,Pluralsight
Microsoft Azure Developer: Securing Data,Pluralsight
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",Udemy
Architecting with Google Compute Engine bahasa Indonesia,Coursera
"The Complete HTML , CSS , Bootstrap :Build Hands On Projects",Udemy
Microsoft Cognitive Services for Developers: 4 Search,LinkedIn Learning
Complete Angular Course,Udemy
Learning the AWS Well-Architected Framework,LinkedIn Learning
Azure for DevOps: Containers,LinkedIn Learning
Reliable Cloud Infrastructure: Design and Process dalam bahasa Indonesia,Coursera
Python GUI Programming using Tkinter and Python,Udemy
Create a WordPress Website in 24 Hours or Less Guaranteed,Udemy
Azure Storage for Developers: Queues,LinkedIn Learning
Intro to Couchbase for Microsoft SQL Server Experts,LinkedIn Learning
x86 Assembly Language Programming Masters Course,Udemy
Microsoft Azure Developer: Implementing Azure Cache,Pluralsight
Debugging Sites Using Chrome DevTools,Pluralsight
Python Programming Beyond The Basics & Intermediate Training,Udemy
"Modern PHP Web Development w/ MySQL, GitHub & Heroku",Udemy
Typescript Guia Completa | Fundamentos de Typescript,Udemy
Responsive PHP Registration Form: From Scratch,Udemy
cPanel,Udemy
MongoDB Training (beginner to expert level),Udemy
Python for Absolute Beginners - 2020 - (2.Part),Udemy
Developing UWP Apps: 2 Basic Controls and Patterns,LinkedIn Learning
Introduction to Security and Architecture on AWS,Pluralsight
iOS Development: Threading and Grand Central Dispatch,LinkedIn Learning
Microsoft Azure Services and Concepts,Pluralsight
Complete Python & Python OOP with Exercises& Projects in2021,Udemy
AWS Security and Governance Administration for Professionals,Udemy
Python Programming for Beginners : Hands-On (Online Lab),Udemy
Curso de Desarrollo Web con Angular 11+. ¡La biblia!,Udemy
Microsoft Azure: Controlling Cost,LinkedIn Learning
Learn C++ from scratch,Udemy
Python 101: Python for absolute beginners,Udemy
Azure Event Hubs for .NET Developers: Fundamentals,Pluralsight
Azure Durable Functions Fundamentals,Pluralsight
React Native Fundamentals,Pluralsight
"Assembly Programming For All Platforms, Learn To Code",Udemy
Designing a Microsoft Azure Messaging Architecture,Pluralsight
Learn Node.JS from Beginning to Mastery 2020,Udemy
Azure Administration: Configure and Manage Virtual Networking,LinkedIn Learning
C# Logical Puzzles Games & Algorithm Projects (step by step),Udemy
The Complete jQuery Course 2020: Build Real World Projects!,Udemy
NodeJs React Rest Summer Special 2020,Udemy
HTML Learn It From Scratch Course,Udemy
Vue.js: Learning the basics by building a movie web app,Udemy
Azure Service Fabric for Developers,LinkedIn Learning
Cloud Patterns and Architecture for Microsoft Azure Developers,Pluralsight
Python Fundamental Class,Udemy
VueJS V1 Introduction to VueJS JavaScript Framework,Udemy
Rewriting Git History,Pluralsight
Object Oriented Programming in Javascript - Complete Course,Udemy
JavaScript: Coding Challenge Bootcamp - 2020,Udemy
Master Django by Building Complete RESTful API Project,Udemy
Organizational Change and Culture for Adopting Google Cloud,Coursera
"Swords and Shovels: Game Managers, Loaders, and the Game Loop",Pluralsight
SQL Server Database Triggers,LinkedIn Learning
Everything You Need For Web Development,Udemy
ASP.NET Core Microservices: Getting Started,Pluralsight
Microsoft Azure Security Technologies (AZ-500) Cert Prep: 2 Implement Platform Protection,LinkedIn Learning
Ultimate Tkinter Python GUI Masterclass,Udemy
Azure IoT Hub for Developers: Getting Started,Pluralsight
Instrument Application with Azure Monitor Application Insights,Pluralsight
Demystifying the AWS Certified Solutions Architect: Associate Exam,Pluralsight
AWS Well-Architected Framework: Operational Excellence Pillar,LinkedIn Learning
Transactions and Error Handling in PostgreSQL,Datacamp
JavaScript Essentials Get started with web coding,Udemy
Learn Python Scripting - Scripting Masterclass 2021,Udemy
ASP.NET Core Tag Helpers and View Components,Pluralsight
Managing Network Load Balancing in Microsoft Azure,Pluralsight
Architecting with Google Compute Engine 日本語版,Coursera
Kotlin para Principiantes: Aprende a Programar en Kotlin,Udemy
Introduction to Web Design,Udemy
Complete course of Java based web application development,Udemy
The Complete Developer Bootcamp,Udemy
Choosing a Cross-Platform Development Tool,LinkedIn Learning
Java Microservices with GraalVM,LinkedIn Learning
C# en Profundidad,Udemy
Node Package Manager Course: Build and Publish NPM Modules,Udemy
What’s New in Java 11: Long-term Support,Pluralsight
Connecting Microsoft Azure Virtual Networks,Pluralsight
Visual C# From Nothing to Everything,Udemy
Exam Tips: Microsoft Azure Architect Design (AZ-304),LinkedIn Learning
Tips and Tricks on Making Mobile Game Graphics - non artists,Udemy
XML and XSD: a complete W3C-content based course (+10 hours),Udemy
"Upgrade Your Css UI Library - Cards, Buttons, Animations etc",Udemy
vSphere 6.7 Professional Part 06: Deploying Virtual Machines and Hosts,LinkedIn Learning
ASP.NET Core Health Checks,Pluralsight
Microsoft Azure Developer: Implementing Table Storage,Pluralsight
Core Java,Coursera
Mastering Android Programming,Udemy
JavaScript Rockstar How to create Incredible Useful code,Udemy
Implementing Microsoft Azure Backup,Pluralsight
Python Programming for Beginners to Intermediate,Udemy
The Art of Doing: Create 10 Python GUIs with Tkinter Today!,Udemy
APLICACIONES WEB DESDE 0,Udemy
AWS Certified Cloud Practitioner: All You Need to Know,Pluralsight
AWS Cloud Fundamentals for System Administrators,Udemy
Sass: Complete Sass Course (CSS Preprocessor) With Projects,Udemy
"XML - Master XML, XML Schema and XSLT",Udemy
Let's JavaScript! Newbie Friendly! Part 3,Udemy
Deploying Data Pipelines in Microsoft Azure,Pluralsight
Advanced iOS Development: Keychain Access,LinkedIn Learning
Microsoft Azure Developer: Enterprise Messaging and Eventing,Pluralsight
Implementing NoSQL Databases in Microsoft Azure,Pluralsight
Build an API with Python | Django |PostgreSQL|REST Framework,Udemy
Deploying Multiple Virtual Machines in Microsoft Azure,Pluralsight
vSphere 6.7 Professional Part 09: Backup and Recovery,LinkedIn Learning
vSphere 6.7 Foundations: Deploy and Administer VMs and Apps,LinkedIn Learning
"Introduction to HTML, CSS, and JavaScript from scratch",Udemy
Start a Web Design Business Step by Step Masterclass,Udemy
Google Cloud Platform - Fundamentos Laboratorios y Practicas,Udemy
"Building a TodoMVC Application in Vue, React and Angular",Udemy
Build 10 Java Beginner Projects from scratch,Udemy
"Javascript, VueJs , NodeJs.",Udemy
Migrating beyond Java 8,LinkedIn Learning
"Build an API from scratch with Python, Django, SQLite3",Udemy
Learn How to Manage & Customize Web Sites By Drupal CMS,Udemy
AWS Developer: Designing and Developing,Pluralsight
Microsoft Azure DevOps Engineer: Implement and Manage Azure Pipelines Infrastructure,Pluralsight
"React 101 - basics complete & latest. Forms, routing, async",Udemy
Node.js and React: Build a complete web chat application,Udemy
Create a Powerful Website with the Cool Bootstrap Framework,Udemy
Developing with Node.js on Microsoft Azure - Getting Started,Pluralsight
Laravel PHP Framework - Advanced,Udemy
Managing Microsoft Azure App Services,Pluralsight
Python: Python Basics Bootcamp for Beginners in Data Science,Udemy
Stream Processing Design Patterns with Kafka Streams,LinkedIn Learning
The Ultimate Guide to Savegames in Unity,Udemy
Swords and Shovels Character Controller and AI,Pluralsight
Connecting On-premises Networks with Azure Virtual Networks,Pluralsight
Django with Data Science,Udemy
Azure Functions for Developers,LinkedIn Learning
How To Make Money Selling Wordpress Development Services,Udemy
Conceiving a New Game: Tips for Aspiring Designers,Udemy
Interactive Dynamic JavaScript for beginners DOM,Udemy
Microsoft Azure DevOps Engineer: Creating an Automated Build Workflow,Pluralsight
Effective Oauth2 with Spring Security and Spring Boot,Pluralsight
Sıfırdan İleri Seviyeye PHP Eğitimi,Udemy
Laravel 7.X from beginners to master.,Udemy
Getting Started with Progressive Web Apps,Pluralsight
Android Development Essential Training Part 2,LinkedIn Learning
AWS Network Design: Getting Started,Pluralsight
Core Python: Organizing Larger Programs,Pluralsight
Microsoft Azure Developer: Creating IoT Solutions,Pluralsight
The Complete Guide to Bot Creation,Udemy
Architecting for Performance Efficiency on AWS,Pluralsight
Prototype a CRM Mobile Application with Framer X,LinkedIn Learning
Azure Quick Tips for Developers,LinkedIn Learning
Build a React Application Using AWS Amplify,LinkedIn Learning
Python Made Easy for Beginners: Small Basis - Full Power,Udemy
CSS Animation With Latest Effects - 2020,Udemy
Java SE ( Standart Edition ) Programlama Eğitimi,Udemy
Create a Business or Personal Website with Wordpress,Udemy
Ruby Programming for Beginners,Udemy
What's New in Visual Studio 2017 for F# For Developers,LinkedIn Learning
Projects in jQuery Mobile: Learn by building Real World Apps,Udemy
The Complete Alexa Skill Development Bootcamp (2020),Udemy
Complete WordPress for eCommerce: Create Online Store 2020,Udemy
Learn How to Build an E-Commerce Website by WordPress,Udemy
Designing and Implementing SQL Server Database Indexes,Pluralsight
Learn Mobile Design with Photoshop 2020,Udemy
Integrating Data in Microsoft Azure,Pluralsight
Selecting an Appropriate Data Storage Service in Microsoft Azure,Pluralsight
Gitting started [2020]: Learn Git and GitHub in 2 hours!,Udemy
The Complete TestNG & Automation Framework Design Course,Udemy
Introduction to jQuery Web Development,Udemy
Spring Framework: Overview of Spring Data,Pluralsight
Engineering Interview: Improve Problem-Solving in Python!,Udemy
The Complete CSS Course,Udemy
Elastic Cloud Infrastructure: Scaling and Automation em Português Brasileiro,Coursera
Psychology of Images - 5x your profit by image that engage,Udemy
Microsoft Azure IaaS Monitoring and Management - Getting Started,Pluralsight
C# Scripting in Unity: Beyond the Basics,Pluralsight
Flask for beginners: Create Real World Interactive Apps,Udemy
Automating Networks with Ansible the Right Way,Pluralsight
Complete React Bootcamp - Build Hands on projects,Udemy
Stream Processing Design Patterns with Spark,LinkedIn Learning
CSSLP Cert Prep: 2 Secure Software Requirements,LinkedIn Learning
What's New in Java 10: Local-variable Type Inference,Pluralsight
Swords and Shovels: Character Stat System,Pluralsight
Progressive Web Apps: The Big Picture,Pluralsight
Configure Microsoft Azure Files,Pluralsight
Microsoft Azure Authentication Scenarios for Developers,Pluralsight
EXAM REVIEW - AWS Certified Solutions Architect Associate,Udemy
Reliable Cloud Infrastructure: Design and Process em Português Brasileiro,Coursera
Azure for Developers: Introduction to the Microsoft Identity Platform,LinkedIn Learning
Learn Ruby on Rails: Stripe Payment Processing,Udemy
Building Apps with Android Architecture Components,Pluralsight
PHP AJAX Bootcamp,Udemy
Java9 New Features - Learn by coding it,Udemy
Configuring and Using Microsoft Azure Blob Storage,Pluralsight
iPad Music Player in XD,Coursera
JavaScript 101 Gain insights how to code with JavaScript,Udemy
"Enrolling, Securing, and Managing Devices with Microsoft Intune",Pluralsight
CentOS Enterprise Linux 7 Network Management,Pluralsight
Configuring Virtual Machines in Microsoft Azure,Pluralsight
Microsoft Azure Virtual Machines - Getting Started,Pluralsight
Master vi / vim Linux Command Line Text Editor,Udemy
Design a Networking Strategy for Microsoft Azure,Pluralsight
Planning and Designing Microsoft Azure Networking Solutions,Pluralsight
Building RESTful Web Services with DropWizard,LinkedIn Learning
Learning Creative Web Design The Easy Way.,Udemy
HTML5 canvas Bootcamp for beginners 25 easy steps,Udemy
Python Pyramid Web Dev - Beginners,Udemy
Microsoft Azure DevOps Engineer: Leveraging ARM Templates for Infrastructure,Pluralsight
Mastering Object-oriented Programming in Java,Pluralsight
Microsoft Azure Developer: Creating Enterprise Logic Apps,Pluralsight
Implementing an Azure Databricks Environment in Microsoft Azure,Pluralsight
Monitoring Microsoft Azure Resources and Workloads,Pluralsight
Become the Master of Hyper Casual Games Using Unity (2020),Udemy
vSphere 6.7 Foundations: Using vMotion to Migrate vSphere 6.7 VMs,LinkedIn Learning
Streaming Data with AWS Kinesis and Lambda,Datacamp
Swords and Shovels: Character Inventory System,Pluralsight
Python for Data Analysts,Pluralsight
Securing Application Secrets in ASP.NET Core,Pluralsight
Data Modeling and Partitioning Patterns in Azure Cosmos DB,Pluralsight
Learn Python from Basics to Production,Udemy
Microsoft Azure Security Technologies (AZ-500) Cert Prep: 3 Manage Security Operations,LinkedIn Learning
Regex Python - Découvrir les Expressions Régulières,Coursera
Android Game Development : Build a Math based Game,Udemy
Aprende Vue + Firebase ACTUALIZADO 2020,Udemy
Compass - powerful SASS library that makes your life easier,Udemy
"Build Real World Website with PHP, PDO & MySQL",Udemy
Exploring Web Scraping with Python,Pluralsight
Projelerle JAVA Eğitimi,Udemy
Essential Google Cloud Infrastructure: Foundation,Pluralsight
CCSP Cert Prep: 5 Cloud Security Operations Audio Review,LinkedIn Learning
Azure Administration: Monitor and Back Up Azure Resources,LinkedIn Learning
The Complete Google Chrome Extensions Developer Course,Udemy
"PHP Registration Form, Email Confirmation & Responsive Email",Udemy
Learn C# programming language,Udemy
Microsoft Azure Developer: Monitoring Performance,Pluralsight
Plan for Data Warehousing with Microsoft Azure,Pluralsight
"Complete Java Bootcamp! Swing, JavaFX, PostgreSQL, JDBC, JSP",Udemy
Microsoft Azure Pricing and Support Options,Pluralsight
Java Design Patterns: Behavioral Part 1,LinkedIn Learning
JQuery Essentials core training for Dynamic Interactive web,Udemy
Master The Java Programming Language,Udemy
Unity Game Programming For Absolute Beginners,Udemy
Becoming an Unreal Automation Expert,Udemy
AWS for Developers: Step Functions,LinkedIn Learning
CCSP Cert Prep: 3 Cloud Platform and Infrastructure Security Audio Review,LinkedIn Learning
Java as a Second Language,Coursera
WordPress Marketing: Plugins For Growing Online Business,Udemy
Wordpress For Authors,Udemy
Java 2021:Complete Java Masterclass:Zero to Hero Programming,Udemy
Microsoft Azure Security - Getting Started,Pluralsight
Monitoring Microsoft Azure Resources and Workloads,Pluralsight
Architecting an ASP.NET Core MVC Application for Unit Testability,Pluralsight
Introducing ASP.NET SignalR - Push Services with Hubs,Pluralsight
Getting Started with ASP.NET SignalR,Pluralsight
Working with Nulls in Java,Pluralsight
Getting Started with Azure Active Directory for Developers,Pluralsight
Microsoft Azure Batch: Getting Started,Pluralsight
React and Redux for Absolute Beginners,Udemy
Learn and Understand Regular Expressions(Regex),Udemy
CSS3 Introduction web Building Blocks Fundamentals,Udemy
Microsoft Hybrid Identity - Overview,Pluralsight
Getting Started: Hybrid Identity with Microsoft Azure,Pluralsight
Implementing Microsoft Azure Privileged Identity Management,Pluralsight
Microsoft Azure Developer: Developing for Autoscaling,Pluralsight
Microsoft Azure Developer: Implementing CDNs for Storage,Pluralsight
Architecting for Reliability on AWS,Pluralsight
Microservices Communication in ASP.NET Core,Pluralsight
CSSLP Cert Prep: 3 Secure Software Design,LinkedIn Learning
Choosing and Implementing Google Cloud Compute Engine Solutions,Pluralsight
Image Classifier with Django and React,Udemy
Microsoft Azure for .NET Developers - Building Secure Services and Applications,Pluralsight
Design Governance and Identity Management in Microsoft Azure,Pluralsight
Planning and Designing Microsoft Azure Security Solutions,Pluralsight
Python Game Development™: Build 5 Professional Games,Udemy
Marketing Analytics Using R and Excel,Udemy
Python 2021:Complete Python Bootcamp:Zero-Hero Programming,Udemy
Core HTML How to get online quickly HTML to HTML5,Udemy
The Complete React Redux Node Express MySQL Developer Course,Udemy
Unreal: AR Visualization 03 Complex Interactivity,LinkedIn Learning
AWS Developer: Serverless Architecture and Monitoring,Pluralsight
Implementing Web and Mobile Services on Microsoft Azure,Pluralsight
JavaScript Complete Guide Course,Udemy
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",Udemy
Build 17 Beginner's Projects with : Python | JavaScript | C#,Udemy
Hands-on Scratch Programming and Game Development,Udemy
The Complete Front-End Web Development Course - arabic,Udemy
Microsoft Azure Developer: Choosing a Storage Solution,Pluralsight
What's New in Java 12,Pluralsight
Introduction to AWS Cloud Security,Pluralsight
Design and Document Data Flows with Microsoft Azure,Pluralsight
"Best Practices in ASP.NET Core: Entities, Validation, and View Models",Pluralsight
Design a Storage Strategy for Microsoft Azure,Pluralsight
Planning and Designing Microsoft Azure Storage Solutions,Pluralsight
Learn Python: From Basics to Data Structure,Udemy
Git Basics for Everyone,Udemy
Managing and Responding to Security Events Using Azure Sentinel,Pluralsight
Diseñando modelos con Azure Machine Learning Studio,Coursera
Build Beautiful Icon Based Web Designs with Font Awesome 4,Udemy
2D Game Development : Build 7 Android iOS 2D Games using C#,Udemy
The Complete Java Swing Course for GUI Development for 2021,Udemy
Wordpress Theme + Wordpress Plugin Development For Beginners,Udemy
Complete Java Programming Fundamentals With Sample Projects,Udemy
Build A Search Engine With Python: Computer Science & Python,Udemy
Intermediate Python Immersive Training | Boost your career,Udemy
Android Development: Data Binding,LinkedIn Learning
Managing Google Cloud's Apigee API Platform for Hybrid Cloud,Coursera
C++ Programming In Ubuntu,Udemy
Azure Logic Apps: Fundamentals,Pluralsight
Deploying Serverless Applications in AWS Using the Serverless Application Model,Pluralsight
Gathering Non-functional Requirements for Microsoft Azure,Pluralsight
Designing and Implementing SQL Server Tables and Views,Pluralsight
Complete course of Java Server Pages (JSP) Programming,Udemy
Specifying Deployment Requirements in Microsoft Azure,Pluralsight
Configuring Serverless Computing in Microsoft Azure,Pluralsight
Microsoft Azure Developer: Choosing an Appropriate Compute Solution,Pluralsight
Python programming Bible - From Beginner to Advanced,Udemy
Azure for Developers: Microsoft Graph Development Using the Microsoft Identity Platform,LinkedIn Learning
Migrating Physical and Virtual Servers to Microsoft Azure,Pluralsight
Microsoft Azure Developer: Connecting to Storage,Pluralsight
ReactJS + Webpack + SASS | Crea un Proyecto 0 a Producción,Udemy
Learn HTML5 For Beginners Zero to Hero Course in 2021,Udemy
استخدام بايثون في الشبكات و الامن السيبراني,Udemy
Swords and Shovels: Loot System,Pluralsight
Microsoft Azure Developer: Identifying an Appropriate Integration Solution,Pluralsight
Microsoft Azure DevOps Engineer: Manage Azure Kubernetes Services Infrastructure,Pluralsight
Managing Microsoft Azure Active Directory,Pluralsight
Managing Azure AD,Pluralsight
Cross Site Request Forgery (CSRF) Prevention for ASP.NET Core and ASP.NET Applications,Pluralsight
Configuring Azure Active Directory for Microsoft Azure Workloads,Pluralsight
Microsoft Azure Hybrid Identity – Overview,Pluralsight
End to End React with Prisma 2,Udemy
Make a professional website - 30 Day Guarantee. Discounted!,Udemy
Learn to code in Java from Scratch,Udemy
Learn Professional Web Development Skills From Scratch -2019,Udemy
Computer Fundamentals: Virtualization and Cloud Computing,Pluralsight
Introduction to Developing AWS Lambdas in Java,Pluralsight
Optimizing Consumption Strategy in Microsoft Azure,Pluralsight
Microsoft Azure Developer: Refactoring Code,Pluralsight
Unreal: AR Visualization 02 Basic Interactivity,LinkedIn Learning
Google Chrome Extension Development For Beginners [2021],Udemy
AWS Well-Architected Framework: Security Pillar,LinkedIn Learning
React Node Website Development for Beginners,Udemy
The Complete Java Development Bootcamp,Udemy
Developing Stream Processing Applications with AWS Kinesis,Pluralsight
Identity and Access Management on AWS: Users,Pluralsight
Managing Microsoft Azure App Service Plan,Pluralsight
Analyzing SQL Server Query Plans,Pluralsight
Capturing Logic with Stored Procedures in T-SQL,Pluralsight
Implementing Terraform on Microsoft Azure,Pluralsight
Spring Framework: Spring Data MongoDB,Pluralsight
"Complete NodeJS course with express, socket io and MongoDB",Udemy
ASP.NET Core: Communication Management,LinkedIn Learning
Build 10 C# Beginner Projects from scratch,Udemy
python web scraping by arabic,Udemy
Linux and Private Cloud Administration on IBM Power Systems,Coursera
Migrating SSIS Packages to Azure Data Factory,Pluralsight
What’s New in Java 13,Pluralsight
Design Authentication for Microsoft Azure,Pluralsight
Microsoft Azure Developer: Enabling Search of Textual Content,Pluralsight
Building Websites with HTML,Pluralsight
Arduino Data Visualization using Python,Udemy
Fundamentals of Building .NET Applications on AWS,Pluralsight
Complete Portfolio Website Step-by-Step [ Web Development ],Udemy
Java for Beginners - Learn all the Basics of Java,Udemy
Swords and Shovels: Combat System,Pluralsight
Dimensional Modeling on the Microsoft SQL Server Platform,Pluralsight
Microsoft Azure for .NET Developers - Cloud Patterns and Architecture,Pluralsight
Backing Up Virtual Machines in Microsoft Azure,Pluralsight
Ruby: The Big Picture,Pluralsight
Getting Started with Application Development 日本語版,Coursera
Spring Cloud GCP: Setting Up a Cloud SQL Database,LinkedIn Learning
Successful website creation - everything you need to know,Udemy
Managing Public Networking in Microsoft Azure,Pluralsight
Cloud Security: Introduction to Certified Cloud Security Professional (CCSP®),Pluralsight
Core Components of Power Platform,Pluralsight
Clean Code with Java examples,Udemy
Fullstack GoLang React Insanity Volume 1,Udemy
ASP.NET Core 2 Razor Playbook,Pluralsight
Game Mechanic Design Fundamentals,Pluralsight
T-SQL Data Manipulation Playbook,Pluralsight
T-SQL Functions Playbook,Pluralsight
Using IIS as a Developer,Pluralsight
Creating Responsive Pages with CSS FlexBox,Pluralsight
Crash Course HTML5 Template and Bootstrap 4 Bootcamp,Udemy
Python Gui - Software development in python,Udemy
NodeJS for Absolute Beginners,Udemy
Critical Web Dev Skills & Tools for the Non-Tech Hustler,Udemy
AWS Certified Solution Architect Associate 1625 Exam Review,Udemy
Play by Play: Extending the Browser,Pluralsight
Managing SQL Server Database Performance,Pluralsight
Start to use GitHub pull requests like a master,Udemy
Introduce Microsoft Endpoint Manager and Prepare Microsoft Intune,Pluralsight
Mastering Deno.js: Beginner to Expert [2020],Udemy
Getting Started with Sitecore Helix,Pluralsight
Ruby on Rails 6: Controllers and Views,LinkedIn Learning
Learning Azure Network Security,LinkedIn Learning
AR Development Techniques 01: Basic Concepts,LinkedIn Learning
Practical C Programming Practices (130+ Common Projects),Udemy
Texturing Game Characters in Substance Painter,Pluralsight
Using Azure Service Fabric in Production,Pluralsight
Design Patterns in Java: The Big Picture,Pluralsight
Introduction to the CompTIA A+ (220-902) Certification Exam,Pluralsight
Computer Fundamentals: Introduction to the A+ Exam,Pluralsight
Introduction to the CompTIA A+ (220-901) Certification Exam,Pluralsight
Modern Java Script From Scratch With Examples and Projects,Udemy
Managing Microsoft Azure Information Protection,Pluralsight
Securing Applications in Microsoft Azure,Pluralsight
Creating Web Services with Go,Pluralsight
Database Management System In Python! The Complete Project,Udemy
Serverless Django with Docker & Google Cloud Run,Udemy
The Ultimate CSS - Best Practise on Animations & Effects,Udemy
ASP.NET Core: Working with Azure Tables,LinkedIn Learning
Essential Cloud Infrastructure: Foundation en Français,Coursera
Cloud Architecture with Google Cloud 日本語版,Coursera
Building Applications Using Java and NetBeans,Udemy
Create an Image Upload Web App with Python and Django,Udemy
Microsoft Azure Developer: Implementing Data Lake Storage Gen2,Pluralsight
Migrating Physical and Virtual Servers to Microsoft Azure,Pluralsight
Architecting for Cost on AWS,Pluralsight
Designing Migrations for Microsoft Azure,Pluralsight
AWS Developer: Deployment and Security,Pluralsight
Working with Text and Lists in HTML,Pluralsight
WordPress Plugin Development 2020 and Proversion for selling,Udemy
Practical C++ Programming Practices (100+ Common Projects),Udemy
Automate The Boring Websites Using Selenium in Python,Udemy
Creating Page Layouts with CSS,Pluralsight
Configuring and Managing Microsoft Azure Key Vault,Pluralsight
30days of Code | Django Build a Resume webiste + Blog + more,Udemy
Best Practices for Responsive Web-forms,Pluralsight
Android Threads: Getting Started,Pluralsight
Unity Audio Fundamentals,Pluralsight
Unity Audio Fundamentals,Pluralsight
Creating and Configuring New Websites in IIS,Pluralsight
Identity and Access Management on AWS: Roles and Groups,Pluralsight
Managing Azure SQL Server Database Performance,Pluralsight
Implementing HTTPS in ASP.NET and ASP.NET Core,Pluralsight
A Complete React Native Course - Redux - Context API - 2020,Udemy
Identifying Roles and Responsibilities in Microsoft Azure,Pluralsight
Developing Azure Active Directory B2C Applications,Pluralsight
Essential Google Cloud Infrastructure: Core Services,Pluralsight
HTML 5 from Beginner to Pro-Code [ 7 Days Challange ],Udemy
Building Batch Data Processing Solutions in Microsoft Azure,Pluralsight
Master Spring & Angular Material with a full web application,Udemy
2021 - Learn Kotlin from scratch step by step,Udemy
Python Complete Course For Beginners,Udemy
Vue 3 Desde Cero,Udemy
Firebase Hosting: Fundamentals,Pluralsight
Getting Started with Xamarin.Essentials in Xamarin.Forms,Pluralsight
Import and Export Data to Microsoft Azure,Pluralsight
Elastic Google Cloud Infrastructure: Scaling and Automation,Pluralsight
CSSLP Cert Prep: 4 Secure Software Implementation,LinkedIn Learning
Securing and Integrating Components of your Application 日本語版,Coursera
Building Recommendation Engines in Python,Datacamp
Entity Framework for Beginners in C# to Design Db App in SQL,Udemy
Absolute Beginners Introduction to web development,Udemy
Microsoft Azure Developer: Creating a Detailed Design for Your Solution,Pluralsight
Web Apps Development with CakePHP - Beginners,Udemy
Google Cloud Platform Fundamentals: Core Infrastructure,Pluralsight
Web Development with New Framework,Udemy
Managing SQL Server Database Concurrency,Pluralsight
AWS DynamoDB Fundamentals,Pluralsight
Vertica Database 9.2.1 and MC Installation on CentOS Linux,Udemy
Enroll Devices into Microsoft Intune,Pluralsight
Deploying SQL Server Containers in Microsoft Azure,Pluralsight
Design a Compute Strategy for Microsoft Azure,Pluralsight
Planning and Designing Microsoft Azure Compute Solutions,Pluralsight
Scaling Out Using Azure SignalR Service,LinkedIn Learning
Android Games monetization Without Coding,Udemy
Programming Fundamentals using Python and C++,Udemy
Beginner 2D and 3D Game Development,Udemy
PHP for Beginners: PHP Crash Course 2021,Udemy
How To Make Games with Gamemaker Studio 2 using GML,Udemy
Web Design FORMS Layouts A Must to Learn For All Levels,Udemy
Play by Play: Developing Microservices and Mobile Apps with JHipster,Pluralsight
SQL Server Application Development Best Practices,Pluralsight
Unity GameObject Singletons: Best Practices,Pluralsight
Android: Room Fundamentals,Pluralsight
"Identifying Existing Products, Services, and Technologies in Use for Microsoft Azure",Pluralsight
Getting Started with Your First SQL Server Instance,Pluralsight
Android Animations,Pluralsight
Designing Deployments in Microsoft Azure,Pluralsight
Microsoft Azure DevOps Engineer: Inspecting and Identifying Code Dependencies,Pluralsight
Designing for Complexity on AWS,Pluralsight
Configuring Microsoft Azure Active Directory Privileged Identity Management,Pluralsight
Implementing Hybrid Data Solutions in Microsoft Azure,Pluralsight
Designing Machine Learning Solutions on Microsoft Azure,Pluralsight
Mastering Web Developer Interview Code,LinkedIn Learning
Agile Development Using Ruby on Rails,edX
Play by Play: Building Enterprise Angular Apps with Nx,Pluralsight
Iterative Level Design in Unity,Pluralsight
Design a Data Management Strategy for Microsoft Azure,Pluralsight
Designing a Monitoring Strategy for a Solution in Microsoft Azure,Pluralsight
JavaScript & front-end (not only) for back-end developers,Udemy
Using Docker on AWS,Pluralsight
Using Docker on AWS with the Command Line,Pluralsight
Configuring Security Headers in ASP.NET and ASP.NET Core Applications,Pluralsight
Learn advanced scenarios of git commands for daily uses,Udemy
"Querying JSON, XML, and Temporal Data with T-SQL",Pluralsight
Building an Elasticsearch Cluster with Amazon Elasticsearch Service on AWS,Pluralsight
Configuring a Deployment Environment in Microsoft Azure,Pluralsight
Managing Microsoft Azure Security,Pluralsight
Practicing CI/CD with AWS CodePipeline,Pluralsight
Creating Forms in HTML,Pluralsight
Migrating from Python 2.7 to Python 3,LinkedIn Learning
Create a CRUD Contacts Database App with Python and SQLite,Udemy
Designing a Site Recovery Strategy on Microsoft Azure,Pluralsight
Designing for High Availability on Microsoft Azure,Pluralsight
Building Progressive Web Apps with Ionic,Pluralsight
Demystifying the AWS Certified Developer: Associate Exam,Pluralsight
Microsoft Azure Developer: Integrating an App or Service with Microsoft Graph,Pluralsight
Choosing the Appropriate Microsoft Azure Services and Features,Pluralsight
Microsoft Azure Developer: Ensuring Configurability,Pluralsight
